,ID,city,activity_name,activity_description,primary_classification,primary_score,secondary_classification,secondary_score,population,latitude,longitude
113,113,"Barcelona, Spain",Circuit d'habilitat Gimcana Infantil,"Circuit d'habilitat en bicicleta per als més petits, amb tot un seguit de carrils, senyalitzacions, petites rampes perquè els més petits tinguin els primers contactes amb la bicicleta urbana.
a Carrer Zamora, 113 de 16h a 19h",Cultural/Sporting Event,0.4296994507312774,Cycling Event,0.7684386372566223,1636732,41.3873974,2.168568
114,114,"Barcelona, Spain",Circuit d'habilitat + ITB (Inspecció tècnica de la bicicleta),"Circuit d’obstacles de sentit únic i obligatori on els nens  i nenes han de superar proves d’habilitat seguint les senyalitzacions de direcció (pujades, baixades, balancins, camins estrets, banderoles,…). L’activitat està pensada per tal que la canalla la faci per torns amb bici pròpia o bé amb les que inclou el circuit. Disposem també al costat del circuit d'un punt ITB de la bicicleta per facilitar una revisió de les necessitats i reparacions i/o manteniments de les bicicletes dels participants, informar-los de l'estat i participant en alguna petita reparació.
Plaça Valentí Almirall de 16h a 19h",Road Safety Workshop,0.4331967830657959,Cyclists,0.5338068008422852,1636732,41.3873974,2.168568
115,115,"Barcelona, Spain",La mobilitat al Bernat,"Ocupem l'espai per reivindicar la pacificació de l'entorn escolar mitjançant  activitats educatives
c/ Menorca55 de 9.00 a13.30h",Cultural/Sporting Event,0.3149976730346679,Walking Tour,0.6143903136253357,1636732,41.3873974,2.168568
116,116,"Barcelona, Spain",EL DISSENY SOSTENIBLE DE LA CLARIANA,"""Ruta per descobrir els elements urbanístics del nou parc.
Passejarem per conèixer quines solucions sostenibles s’han implementat en la transformació d’aquest històric nus viari. Identificarem els Sistemes Urbans de Drenatge Sostenible (SUDS); els nodes de biodiversitat que milloren la connectivitat de l’eix verd Sagrera-Ciutadella i les millores en mobilitat.""
Punt de trobada: Gran clariana de la Plaça de les Glòries, prop de la zona de jocs infantils a 16.30 h
Cal inscripció prèvia  https://inscripcions.cccandeu.com/MiramModular/buscador/buscador.jsp?g=1&c=44&a=5419",Cultural/Sporting Event,0.4282781779766083,Walking Tour,0.7915244102478027,1636732,41.3873974,2.168568
117,117,"Barcelona, Spain",Portes Obertes al Rusc o comunitat de consum de Poblenou - La Insòlita,"""El Rusc de Poblenou - La Insòlita obrirà les seves portes per acollir els veïns del barri durant la recollida de cistelles de productes locals per part dels consumidors d'aquesta comunitat de consum.  Es realitzarà la presentació del llibre Bioregiones, amb l'autor José Luis Fdes. Casadevante """"Kois""""
A un nivell més global, El Rusc Que Diu Sí! potenciarà durant la Setmana de la Mobilitat l'entrega a domicili en bicicleta de totes les comandes dels diferents Ruscs de Barcelona, amb un descompte en el preu del servei.""
De la Ciutat de Granada, 76 08005 Barcelona De 17:00 a 19:30h (a les 18:00h presentació del llibre)


""web del Rusc del  Poblenou - La Insòlita

(enllaçat a: https://lacolmenaquedicesi.es/ca-ES/assemblies/11456?utm_campaign=ua-es&utm_medium=partner&utm_source=ajuntament_barcelona_cat""",Cultural/Sporting Event,0.3121650516986847,Cycling Event,0.4606351554393768,1636732,41.3873974,2.168568
118,118,"Barcelona, Spain",Park(ing) day,"Parking day :
Diferents activitats - d'entitats, equipaments, escoles i empreses - relacionades amb la mobilitat sostenible.",Cultural/Sporting Event,0.6702984571456909,Walking Tour,0.4751617908477783,1636732,41.3873974,2.168568
119,119,"Barcelona, Spain","Portes obertes dels equipaments de la ciutat relacionades amb la mobilitat els dies  13,14 i 15 de setembre.","Portes obertes dels equipaments de la ciutat relacionades amb la mobilitat els dies  13,14 i 15 de setembre.",Cultural/Sporting Event,0.4170982837677002,Walking Tour,0.6132650375366211,1636732,41.3873974,2.168568
120,120,"Begues, Spain",Difusió de consells de mobilitat sostenible a través de xarxes socials,"Es preveu fer difusió de consells de mobilitat sostenible cada dia durant tota la setmana, a través de les xarxes socials municipals",Cultural/Sporting Event,0.8349560499191284,Walking Tour,0.4847167432308197,7450,41.3316045,1.919277999999963
121,121,"Begues, Spain",Descobrim Torres Vilaró,"18:00h Vine en bicicleta o patinet i resol el joc de preguntes i enigmes que s'amaguen a l'avinguda Torres Vilaró. Per a fer individualment o en família.
19.00 h,  Xocolatada. A Porta Llevant (av. Torres Vilaró, 64).
En acabar, pedalada popular fins al Raval de Sant Martí.",Cultural/Sporting Event,0.5283485651016235,Cycling Event,0.8290740847587585,7450,41.3316045,1.919277999999963
122,122,"Belianes, Spain",Caminada popular,No description available,Cultural/Sporting Event,0.473728597164154,Walking Tour,0.8936864733695984,514,41.5605304,1.0143426
123,123,"Bellcaire d'Urgell, Spain",Bicicletada,Es fa una bicicletada a l'escola.,Exhibition,0.3974988460540771,,,1315,41.7583443,0.9044696
124,124,"Bellvís, Spain",Pedalada popular,Pedalada organitzada per l'AFA de l'escola Joaquim Palacín conjuntament amb l'Ajuntament. L'activitat consisteix en seguir una ruta en bicicleta que transcórrer pel poble i pels camins rurals del municipi de Bellvís. És una pedalada familiar oberta a tot el poble.,Cultural/Sporting Event,0.6979320645332336,Cycling Event,0.9874250888824464,2400,41.6743299,0.8186873
125,125,"Bellvís, Spain",Inauguració pacificació entrada escola Joaquim Palacín,"L'entrada/sortida d'alumnes de l'escola Joaquim Palacín es modificarà per tal de pacificar el trànsit i fer més segura la rebuda i recollida dels infants.És vol inaugurar l'obra tallant el Passeig d'Urgell durant una tarda o un matí, només permetent la circulació a peu o en bicicleta.",Car-Free Day,0.5904390811920166,,,2400,41.6743299,0.8186873
126,126,"Benavent de Segrià, Spain",Dia sense cotxes,No description available,Car-Free Day,0.6153578162193298,,,1500,41.697298,0.6328539
127,127,"Benavente, Spain",brazadas solidarias,"nadar en la piscina climatizada desde la 11:00 hasta las 20:00 de manera solidaria para recaudar dinero para la investigación contra el cáncer, fomentar la vida saludable",Cultural/Sporting Event,0.8778502345085144,Sporting Event,0.355188637971878,17261,42.0028837,-5.6784691
128,128,"Benavente, Spain",Zumba en la plaza mayor,"Realizaremos una clase de zumba de una hora de duración , en la plaza mayor de la ciudad",Cultural/Sporting Event,0.7030602097511292,Walking Tour,0.7164918184280396,17261,42.0028837,-5.6784691
129,129,"Benetússer (BENETUSSER)
, Spain",BUY LOCAL AND THINK GLOBAL,Campaign to promote sustainable mobility through local commerce and hospitality: Participate in the raffle for a bicycle with your purchases over 10 euros in local commerce and hospitality. All day,Cultural/Sporting Event,0.6821543574333191,Walking Tour,0.4552629888057709,15493,39.4240498,-0.397069
130,130,"Benetússer (BENETUSSER)
, Spain",WALK BENETÚSSER,"Urban tour that will allow us to reflect and provide proposals on urban infrastructure, accessibility and security to improve people's quality of life.
Departure from the Town Hall Square at 9.30 am.",Cultural/Sporting Event,0.507013201713562,Walking Tour,0.7957550287246704,15493,39.4240498,-0.397069
131,131,"Benetússer (BENETUSSER)
, Spain",ROAD EDUCATION WORKSHOP,Taught by the Benetússer Local Police to ESO students on the use of electric scooters and bicycles.,Road Safety Workshop,0.7230703830718994,Cyclists,0.9112499356269836,15493,39.4240498,-0.397069
132,132,"Benetússer (BENETUSSER)
, Spain",WORLD CAR-FREE DAY: LEAVE YOUR CAR PARKED AND ENJOY WHAT YOU HAVE ONE STEP AWAY,WORLD CAR-FREE DAY: LEAVE YOUR CAR PARKED AND ENJOY WHAT YOU HAVE ONE STEP AWAY,Cultural/Sporting Event,0.5046354532241821,Walking Tour,0.6866251826286316,15493,39.4240498,-0.397069
133,133,"Benetússer (BENETUSSER)
, Spain",SHARED PUBLIC SPACE: CITIZEN SCHOOLS IN THE SQUARES AND PARKS OF BENETÚSSER,"ALL DAY. In different squares and parks in Benetússer, different activities will be carried out for all audiences, in which citizens will be able to participate and share their knowledge, related to the environment, physical, artistic and cultural activity.",Cultural/Sporting Event,0.5919464230537415,Walking Tour,0.656076967716217,15493,39.4240498,-0.397069
134,134,"Benetússer (BENETUSSER)
, Spain",ENJOY LOCAL CULTURAL PROGRAMMING. THEATRE.,THEATRE: Entanglements and disappointments of AAC Tramoya (Municipal theatre group) Free admission. El Molí Cultural Center. At 7.00 pm.,Cultural/Sporting Event,0.5642485022544861,Walking Tour,0.5289247035980225,15493,39.4240498,-0.397069
135,135,"Benidorm, Spain",l,l,Conference,0.3994583487510681,General Audience,0.5234518051147461,66642,38.5410566,-0.1224936999999499
136,136,"Benissanet, Spain",Caminada,[Ruta i activitats per confirmar],Cultural/Sporting Event,0.5624968409538269,Walking Tour,0.9663569331169128,1200,41.0584559,0.6340386
137,137,"Besalú, Spain",sortida a peu fins a la fira,La llar d'infants i la llar d'avis fan sortides a peu fins a la fira i el mercat municipal,Exhibition,0.4582254886627197,,,2441,42.2002357,2.6953375
138,138,"Bescanó, Spain",Habilitació d'un carril bici des de la Via Verda fins a la Zona esportiva,S'habilitarà un carril bici des de la Via Verda del municipi fins a la zona esportiva,Infrastructure Inauguration,0.541134774684906,,,5000,41.9657629,2.7400327999999945
139,139,"Bigues i Riells del Fai, Spain",Circuit de bicicletes,No description available,Cultural/Sporting Event,0.3674604594707489,Cycling Event,0.9338147640228271,9980,41.677112,2.2218985
140,140,"Bigues i Riells del Fai, Spain",Taller quin soroll fem? quin aire respirem?,No description available,Conference,0.3386460542678833,General Audience,0.6417545676231384,9980,41.677112,2.2218985
141,141,"Bigues i Riells del Fai, Spain",Taller patinets elèctrics,No description available,Conference,0.3034121096134186,General Audience,0.5675013661384583,9980,41.677112,2.2218985
142,142,"Bigues i Riells del Fai, Spain",Visita edifici La Cova,No description available,Cultural/Sporting Event,0.3469906151294708,Walking Tour,0.6729043126106262,9980,41.677112,2.2218985
143,143,"Bigues i Riells del Fai, Spain",Xerrada transport públic,No description available,Conference,0.4617436826229095,General Audience,0.7503697276115417,9980,41.677112,2.2218985
144,144,"Bigues i Riells del Fai, Spain",Taller amb cadira de rodes,No description available,Conference,0.4934443235397339,General Audience,0.6299893260002136,9980,41.677112,2.2218985
145,145,"Bilbao, Spain",Semana Europea de la Movilidad,"Exposiciones, conferencias, presentaciones, ruedas de prensa, marcha en bicicleta, ...",Conference,0.4766065776348114,General Audience,0.664067268371582,360000,43.2630126,-2.9349852
146,146,"Bilbao, Spain",Rueda de prensa Presntación SEM Bilbao 2024,11 de septiembre,Exhibition,0.3504928350448608,,,360000,43.2630126,-2.9349852
147,147,"Bilbao, Spain",Paseos gratuitos en barcos electricos por la Ría de BIlbao,No description available,Cultural/Sporting Event,0.5016986727714539,Walking Tour,0.8036739826202393,360000,43.2630126,-2.9349852
148,148,"Bilbao, Spain",Rueda de Prensa. Valoración de la ZBE de Bilbao. Primeros datos,No description available,Conference,0.4256846308708191,General Audience,0.5549608469009399,360000,43.2630126,-2.9349852
149,149,"Bilbao, Spain",Presentación de las Obras del Funicular de Artxanda y del Congreso Mundial de TRansportes por cable que se celbrerá en 205,No description available,Cultural/Sporting Event,0.6331034302711487,Walking Tour,0.5894879102706909,360000,43.2630126,-2.9349852
150,150,"Bilbao, Spain","Presentación Documental ""Bilbao, Medio Ambiente, Memoria y Futuro"". Historia del Movimiento Ecologista en Bilbao",No description available,Cultural/Sporting Event,0.5493946671485901,Walking Tour,0.6138734221458435,360000,43.2630126,-2.9349852
151,151,"Bilbao, Spain","Conferencia sobre ""Seguridad y conductores/as mayores""",No description available,Conference,0.5182839632034302,General Audience,0.779544472694397,360000,43.2630126,-2.9349852
152,152,"Bilbao, Spain",Entrega del Premio Paseante 2024,No description available,Cultural/Sporting Event,0.4693005084991455,Walking Tour,0.7759148478507996,360000,43.2630126,-2.9349852
153,153,"Bilbao, Spain",24 horas sin parar. Carrera relevos para mayores de 55 años,No description available,Cultural/Sporting Event,0.6739764213562012,Cycling Event,0.4343542754650116,360000,43.2630126,-2.9349852
154,154,"Bilbao, Spain",Exposición vehículos sostenibles en El Arenal. Actividades infantiles. Evolución del transporte público,No description available,Cultural/Sporting Event,0.4764364361763,Walking Tour,0.5426998734474182,360000,43.2630126,-2.9349852
155,155,"Bilbao, Spain",Marcha Popular en Bicicleta,COn sorteo de maillots y bicis,Cultural/Sporting Event,0.5453236699104309,Cycling Event,0.9876311421394348,360000,43.2630126,-2.9349852
156,156,"Bilbao, Spain",Mercado compraventa de bicis usadas,No description available,Exhibition,0.3182578086853027,,,360000,43.2630126,-2.9349852
157,157,"Bilbao, Spain",Juegos de habilidad con bicicletas,No description available,Cultural/Sporting Event,0.4334709048271179,Cycling Event,0.3854680359363556,360000,43.2630126,-2.9349852
158,158,"Bilbao, Spain","Recorridos gratuitos del Azulito, popular autobús público de los años 70",No description available,Exhibition,0.3574618101119995,,,360000,43.2630126,-2.9349852
159,159,"Bilbao, Spain",Taller para chequeo gratuito de bicicletas,No description available,Cultural/Sporting Event,0.236014112830162,Walking Tour,0.4282784461975097,360000,43.2630126,-2.9349852
160,160,"Bilbao, Spain",Pruebas de bicicletas y coches eléctricos. Exposición de taxis eléctricos de BIlbao.,No description available,Exhibition,0.4570324122905731,,,360000,43.2630126,-2.9349852
161,161,"Binéfar, Spain",Campaña de fomento de la movilidad sostenible,"Difusión de cartelería agradeciendo a ciudadanos particulares sus buenas prácticas (caminar, ir en bicicleta, patinete, uso del tren o el bus...). Son 13 carteles, tres involucran a los centros educativos de primaria, otros 9 son binefarenses representativos haciendo diversas actividades y hay un cartel que unifica los otros 12 carteles. Se difunden en redes sociales municipales, tablón de anuncios y soportes físicos. Campaña financiada al 80 % por Diputación de Huesca. 
https://www.binefar.es/pagina/campana-de-fomento-de-la-movilidad-sostenible-109",Cultural/Sporting Event,0.7044617533683777,Walking Tour,0.5298290252685547,10070,41.8485199,0.2960544
162,162,"Blanes, Spain",Pedalada,Se realitzarà el dia 15 de setembre. Sortida a les 10 h. des del Pg. Marítim de Blanes en una ruta pels carrers de Blanes i camins de la Tordera.,Cultural/Sporting Event,0.5422669649124146,Cycling Event,0.9807046055793762,39363,41.6759954,2.7902289
163,163,"Blanes, Spain",Exposició de vehicles no contaminants,"L'exposició es realitzarà al passeig marítim de Blanes, entre les 9 i les 20 h.",Exhibition,0.589709460735321,,,39363,41.6759954,2.7902289
164,164,"Boadella i les Escaules, Spain",IGNAGURACIÓ CARRIL BICI,INAGURACIÓ CARRIL BICI,Infrastructure Inauguration,0.439413845539093,,,17723,42.33044230000001,2.8565086999999494
165,165,"Boquiñeni, Spain",CIRCUITO MOBILIDAD SEGURA EN PATINETE,"Aprende a conducir de forma segura un vehículo de movilidad personal.
Los participantes realizarán un circuito en patinete eléctrico en el que aprenderán a mantener correctamente el equilibrio y saber reaccionar ante situaciones inesperadas. El objetivo incluye enseñar a circular por la ciudad cumpliendo las normas de seguridad y fomentar la convivencia con otros usuarios de la vía.
Además, se realizará una simulación con gafas de alcohol y drogas para sensibilizar sobre la importancia de no conducir bajo los efectos de estas sustancias.",Road Safety Workshop,0.6405251026153564,Cyclists,0.5168529152870178,50641,41.8476855,-1.2524043
166,166,"Boquiñeni, Spain",Dia mundial sin coches- Boquiñeni sin coches,"Boquiñeni se suma a la conmemoración del Día Mundial Sin Coches. Como en años anteriores, de manera simbólica, se cortarán al tráfico la calle Miguel Fleta y Isabel Blasco durante las 24 horas. Con el objetivo de sensibilizar sobre la importancia de un uso razonable del vehículo a motor, esta zona estará cerrada al tráfico.",Car-Free Day,0.94215989112854,,,50641,41.8476855,-1.2524043
167,167,"Boquiñeni, Spain",Boquiñeni Camina,"Paseos peatonales divulgativos y gratuitos por las riberas del Ebro, un Divertour para público familiar con animación teatral infantil con el objetivo de sensibilizar la importancia del deporte en la salud.",Cultural/Sporting Event,0.6941764950752258,Walking Tour,0.9662767052650452,50641,41.8476855,-1.2524043
168,168,"Boquiñeni, Spain",Paseos de foto por la ribera del Ebro,"Los asistentes podrán disfrutar de un paseo en bici a orillas del río Ebro para descubrir la importancia del Ebro para la localidad, con parada en varios enclaves de foto obligada.
Las fotografías realizadas serán objeto de una exposición y habrá premios de categoría infantil, juvenil y adulto",Exhibition,0.4367839395999908,,,50641,41.8476855,-1.2524043
169,169,"Boquiñeni, Spain",Divertour El agua recurso indispensable,"Actividad dirigida a público familiar guiada en bicicleta hasta el Embalse de la Loteta. Este paseo saldra de la ribera del rio Ebro, seguiremos por la orilla del Canal Imperial de Aragon y llegaremos hasta el Embalse de la Loteta.  Todos estos recursos hidricos estan situados en nuestra localidad por lo que el agua es un bien indispensable que nos vertebra y nos ayuda en la economia local. Conoceremos la importancia de mantener este recurso y nos concienciaremos de la necesidad de implementar medidas para que no falte.",Cultural/Sporting Event,0.4670332968235016,Cycling Event,0.6901456713676453,50641,41.8476855,-1.2524043
170,170,"Boquiñeni, Spain",Marcha familiar entre parques,"Recorrido familiar en bicicleta, patinete o patines para promocionar el uso cotidiano y seguro de medios de movilidad sostenible para los desplazamientos por la localidad.
La marcha se realizará a través de un itinerario seguro y estará dinamizada por la compañía de Teatro. En la llegada habrá un espacio para la revisión y reparación de bicicletas y animación para público familiar Esta acción cuenta con la colaboración de los establecimientos de Comercio Local, que entregará una pieza de fruta a cada participante.",Cultural/Sporting Event,0.7848154306411743,Cycling Event,0.9737581610679626,50641,41.8476855,-1.2524043
171,171,"Boquiñeni, Spain",Presentacion de la ruta ciclista GR99,"Taller de sensibilización del uso de la bicicleta como deporte, donde explicaran la ventaja de practicar el ciclismo, con la colaboración de escuelas ciclistas que nos explicaran dietas, entrenamientos y organización deportiva. Se presentara el recorrido de la Ruta Gr 99 por la localidad y la importancia de esta ruta que recorre las riberas del Ebro
Tras la presentación Ven con tu bicicleta a recorrer el Gr99 y disfrutar del entorno natural",Conference,0.4558714628219604,General Audience,0.8779964447021484,50641,41.8476855,-1.2524043
172,172,"Boquiñeni, Spain",Viaje en Tren a Zaragoza,"Vamos a visitar Zaragoza, nos desplazaremos hasta la capital en tren. . En la localidad vecina de Luceni dejaremos nuestros coches particulares para coger el tren.  Una vez llegados a la estación de Delicias iremos  todos en autobus urbano  juntos al parque Jose Antonio Labordeta.
Conocido popularmente como “parque grande” es un pulmón verde inaugurado en 1929. Con casi 40 hectáreas es el parque más variopinto, completo y extenso de toda Zaragoza. Contiene zona de pinares, grandes avenidas, rincones emblemáticos y pequeñas zonas ajardinadas que invitan al descanso y al disfrute.

Además se pueden hacer multitud de actividades. Por ejemplo montar en bicicleta,  que alquilaremos en algunos de los quioscos que existen. Desde 3€ media hora la bici a 6€ media hora el resto de vehículos como los coches con toldo para toda la familia o los karts.

Luego cogeremos el Tren Chu Chú  de 18 a 20h salida Estación en el Paseo de Los Plátanos. Al finalizar el paseo volveremos a coger el autobus urbano hasta la Estación de Tren de Delicias para regresar en tren hasta Luceni.",Cultural/Sporting Event,0.2813563942909241,Walking Tour,0.5823711156845093,50641,41.8476855,-1.2524043
173,173,"Borredà, Spain",activitats sobre rodes a l'escola,"durant la setmana es durant a terme activitats sobre rodes a les escoles, dins horari  lectiu i en sortides i entrades",Cultural/Sporting Event,0.685585618019104,Walking Tour,0.5064637064933777,518,42.1501511,1.9783665999999585
174,174,"Breda, Spain",Caminada popular,Per més informació consultar pàgina web municipal,Cultural/Sporting Event,0.4122429490089416,Walking Tour,0.9687429070472716,3773,41.7497057,2.5569436
175,175,"Burela, Spain",Andando al colegio,"Con escolares iremos del cole al ayuntamiento andando, allí recibirán una charla sobre seguridad vial, luego volveremos al cole andando.",Cultural/Sporting Event,0.6373324990272522,Walking Tour,0.9571467638015748,10000,43.6602954,-7.3611092
176,176,"Burela, Spain",Paseo saludable,Con un grupo de adultos realizaremos un paseo saludable.,Cultural/Sporting Event,0.7225582599639893,Walking Tour,0.9665836095809937,10000,43.6602954,-7.3611092
177,177,"Burela, Spain",Charlas con Stop Accidentes,Stop Accidentes llevará a cabo varias charlas con escolares.,Conference,0.4695513546466827,Children/Schools,0.8466209173202515,10000,43.6602954,-7.3611092
178,178,"Burela, Spain",Ruta en bici y circuito de habilidad,Realizaremos una ruta en bici por el pueblo y un circuito de habilidad en bici en la plaza del ayuntamiento.,Cultural/Sporting Event,0.3907944560050964,Cycling Event,0.9796648025512696,10000,43.6602954,-7.3611092
179,179,"Burgos, Spain",Talleres Infantiles Movilidad,"Talleres infantiles: seguridad vial, concurso de dibujo, exhibición canina y compresor de hidrógeno. Llegada a pie, en bici o en autobús urbano.",Cultural/Sporting Event,0.4041467905044555,Walking Tour,0.6841654181480408,175821,42.3439925,-3.696906
180,180,"Burgos, Spain",Exposición Movilidad,No description available,Exhibition,0.3835237026214599,,,175821,42.3439925,-3.696906
181,181,"Burgos, Spain","Semana temática movilidad, charlas",No description available,Conference,0.536035418510437,General Audience,0.4826856851577759,175821,42.3439925,-3.696906
182,182,"Burgos, Spain",Actividades y talleres movilidad,No description available,Conference,0.4484081864356994,General Audience,0.5138130187988281,175821,42.3439925,-3.696906
183,183,"Burgos, Spain",Bicicletada solidaria,No description available,Cultural/Sporting Event,0.3889349400997162,Cycling Event,0.8629525303840637,175821,42.3439925,-3.696906
184,184,"Burgos, Spain",Bus gratis,No description available,Exhibition,0.3675857782363891,,,175821,42.3439925,-3.696906
185,185,"Burgos, Spain",Bicicletada actuada,No description available,Cultural/Sporting Event,0.3820655643939972,Cycling Event,0.8549181222915649,175821,42.3439925,-3.696906
186,186,"Burgos, Spain",patinaje artístico,No description available,Cultural/Sporting Event,0.4877265095710754,Sporting Event,0.453817754983902,175821,42.3439925,-3.696906
187,187,"Cabra, Spain",Transporte urbano gratuito,"Durante todo el día, en jornada de mañana y tarde, en transporte urbano será gratuito y los usuarios y ciudadanos/as podrán desplazarse por el casco urbano sin coste alguno.",Cultural/Sporting Event,0.6369405388832092,Walking Tour,0.5069721341133118,21000,37.4733595,-4.4425169
188,188,"Cabra, Spain",Marcha ciclista,Marcha ciclista en un recorrido urbano para celebrar la semana europea de la movilidad y fomentar el uso de un medio de transporte más sostenible.,Cultural/Sporting Event,0.91664057970047,Cycling Event,0.9962742924690248,21000,37.4733595,-4.4425169
189,189,"Cabra, Spain",Concurso infantil de dibujo,"Concurso infantil de dibujo, destinado a niños de entre 3-12 años para que expresen qué opinan sobre su ciudad, los espacios públicos compartidos y las opciones que tienen para desplazarse de una manera más respetuosa con el medio ambiente.",Cultural/Sporting Event,0.5635591745376587,Walking Tour,0.5382322072982788,21000,37.4733595,-4.4425169
190,190,"Cádiz, Spain",-	Marcha Ciclista organizada por la Asamblea Ciclista Bahía de Cádiz cruzando el Puente Carranza.,"-	Marcha Ciclista organizada por la Asamblea Ciclista Bahía de Cádiz cruzando el Puente Carranza.
Organiza : Asamblea Ciclista Bahía de Cádiz. Se adelanta al domingo 15 para no coincidir con la marcha ciclista organizada por Diputación de Cádiz y que se celebra en la ciudad esta edición.

- Punto de comprobación básica y puesta a punto de bicicletas con motivo de la marcha ciclista.
Organiza: Delegación de Movilidad, EMASA.
Lugar: Plaza Ana Orantes
Hora :  09:30 a 10:45",Cultural/Sporting Event,0.5156973600387573,Cycling Event,0.9762915968894958,125000,36.5270612,-6.2885962
191,191,"Cádiz, Spain",Campaña preventiva de información y concienciación del uso de patinetes eléctricos a los alumnos de institutos de E.S.O y Bachillerato de la ciudad de Cádiz,"-“Campaña preventiva de información y concienciación del uso de patinetes eléctricos a los alumnos de institutos de E.S.O y Bachillerato de la ciudad de Cádiz”

Organiza: Delegaciones de Movilidad, Policía Local y Educación.

La policía local vigilará en la vía pública el cumplimiento de la normativa de circulación de estos vehículos.",Conference,0.390562355518341,Children/Schools,0.7203447222709656,125000,36.5270612,-6.2885962
192,192,"Cádiz, Spain",“Sobre 4 ruedas”,"•	El Jueves 19 a las 19:00 - -> Salida de AGADI y paseo en silla de ruedas “Sobre 4 ruedas”
Organiza delegación de Accesibilidad y movilidad",Conference,0.3537204265594482,General Audience,0.8211451172828674,125000,36.5270612,-6.2885962
193,193,"Cádiz, Spain",Servicio de Autobús Gratuito urbano en la ciudad de Cádiz.,Servicio de Autobús gratuito para los usuarios en todas las líneas de bus urbano y durante todo el día (desde la primera salida a las 06:00 hasta la última salida 01:30) para fomento del transporte público.,Exhibition,0.4201722741127014,,,125000,36.5270612,-6.2885962
194,194,"Cádiz, Spain",Circuitos “Ponte en mi lugar”,"-   Circuitos “Ponte en mi lugar” 
Organiza: Delegación de Movilidad, Delegación de Accesibilidad, 
Colabora:  EMASA y Distintas Entidades Sociales de la Ciudad de Cádiz
Lugar: Plaza San Antonio 
Hora :  10h - 14h",Exhibition,0.3833350539207458,,,125000,36.5270612,-6.2885962
195,195,"Cádiz, Spain",Punto de comprobación básica y puesta a punto de bicicletas. y Stand informativo del servicio público de autobús urbano,"- Punto de comprobación básica y puesta a punto de bicicletas.
Organiza: Delegación de Movilidad, EMASA 
Lugar: Plaza de San Antonio 
Hora :  10h - 14h

     - Stand informativo del servicio público de autobús urbano.
Lugar: Plaza de San Antonio 
Hora:  10h - 14h",Exhibition,0.4358599185943603,,,125000,36.5270612,-6.2885962
196,196,"Cádiz, Spain",IV Marcha Ciclista “En Bici por Cádiz”.,"Organiza: Diputación de Cádiz
    Colabora:  Delegación de Movilidad Excmo. Ayuntamiento de Cádiz, EMASA
     Horario: de 9:15 a 12:00
     Salida: Plaza de San Juan de Dios
     Avituallamiento Plaza de la Estrella
     Llegada: Paseo marítimo.

     Recorrido:
     PLAZA DE SAN JUAN DE DIOS – Avda del Puerto –Glorieta de los Periodistas – Plaza de España – C/ Fermín Salvoechea – Alameda  Clara Campoamor – Alameda Hermanas Carvia Bernal – Paseo Carlos III – Avda Dr. Gómez Ulla – Avda Duque de Nájera – Avda Campo del Sur – C/ Concepción Arenal – Avda Alcalde Manuel de la Pinta – PLAZA DE LA ESTRELLA – Avda. Alcalde Manuel de la Pinta – Plaza Asdrúbal – Avda Andalucía - Avda Constitución 1812 – Avda Huelva- Avda. de la Bahía – Avda de la Ilustración – Avda. Ronda de Vigilancia – C/ Magallanes – C/ María Rigada y Ramón – C/ Vejer de la Frontera – Avda Sanidad Pública – Avda Ciudad de la Coruña- Avda Periodista Beatriz Cienfuegos- Calle Sirenas- PASEO MARÍTIMO.",Cultural/Sporting Event,0.560172975063324,Cycling Event,0.9814527630805968,125000,36.5270612,-6.2885962
197,197,"Cádiz, Spain",Estacionamiento gratuito en los aparcabicis de los parkings de EMASA,Estacionamiento gratuito en los aparcabicis de los parkings de EMASA (en función de la disponibilidad).,Cultural/Sporting Event,0.574284017086029,Walking Tour,0.4370954930782318,125000,36.5270612,-6.2885962
198,198,"Calafell, Spain",Bicicletes clàssiques i l'Històric Trail,"Es tracta d'activitat que impliquen el tancament a la circulació de determinades zones per tal de promoure els desplaçaments a peu i en vehicles sense fum, jornades destinades a conèixer indrets històric i d'oci per a tota la família.",Cultural/Sporting Event,0.6887829303741455,Walking Tour,0.6592565774917603,24322,41.1938386,1.5664556
199,199,"Caldes de Montbui, Spain",Aventura't amb la mobilitat sostenible,"Es tracta d’un joc, tipus gimcana, on hi participen les famílies del municipi. En cada punt o etapa del joc es planteja una pregunta, que els membres de la família han de respondre. Depenent de si encerten o no les respostes, avançaran més ràpid o més lent en el joc.
https://amtu.cat/programes-educatius/",Cultural/Sporting Event,0.6562219262123108,Walking Tour,0.4719080626964569,17797,41.6316583,2.1668706
200,200,"Calella, Spain",Marxa de la Minerva,"Marxa popular per l'entorn natural del municipi
Organitzada per l'associació Calella Marxa amb la col.laboració de l'Ajuntament de Calella",Cultural/Sporting Event,0.6922439932823181,Walking Tour,0.7752182483673096,19500,41.6134346,2.6535552
201,201,"Calonge de Segarra, Spain","14a caminada popular ""Coneix Calonge""","Caminada popular. La seva finalitat és coneixer indrets i paratges del municipi de Calonge de Segarra que són poc concorreguts. Inscripcions obertes.

Enllaç: https://www.calongesegarra.cat/actualitat/noticies/el-22-de-setembre-caminada-popular-coneix-calonge.html",Cultural/Sporting Event,0.5781711339950562,Walking Tour,0.924310863018036,177,41.739197,1.495267
