,city,population,latitude,longitude,activity_name,activity_description,ID
234,"Castellar del Vallès, Spain",24187,41.6172338,2.0873255999999856,Caminada saludable: Camina i fes salut (caminada saludable),"Inici temporada Caminada saludable: Camina i fes salut
Hora: 9.30 h Sortida des de la porta del CAP. Circuit de salut de 4Km.
Organització: Ajuntament (Regidoria de Salut Pública) i Àrea Bàsica de Salut",234
235,"Castellbisbal, Spain",8755,41.476268125645234,1.9830341453603069,Bicifesta,Pedalada popular i tallers relacionat amb la bicicleta per les famílies,235
236,"Castellbisbal, Spain",8755,41.476268125645234,1.9830341453603069,Passejada familiar nocturna,"Passejada pels entorn natural més proper, sopar a la fresca i taller.",236
237,"Castelldefels, Spain",65954,41.2800161,1.9766294,Pedalada i Festa de la bicicleta,No description available,237
238,"Castelldefels, Spain",65954,41.2800161,1.9766294,Baixcicletada,Pedalada popular organitzada pels municipis del Baix Llobregat el diumenge 29 de setembre,238
239,"Castelló d'Empúries, Spain",11500,42.2604918,3.0738992,Bicicletada popular,"Recorregut circular en bicicleta de 12,2 km, fins al Parc Natural dels Aiguamolls (amb recés per esmorzar al Cortalet).",239
240,"Castelló d'Empúries, Spain",11500,42.2604918,3.0738992,Transport gratuït entre Castellói Empuriabrava,Autobus regular i de servei públic entre la Vila de Castelló i la urbanització d'Empuriabrava.,240
241,"Castelló d'Empúries, Spain",11500,42.2604918,3.0738992,Taller de manteniment i reparació de bicicletes,"Taller de manteniment i reparació de bicicletes a les tres escoles del municipi, dirigit als alumnnes de 6è de primària.",241
242,"Castellón de la Plana, Spain",180000,39.9863563,-0.0513246,Proyecto educativo con centros escolares,No description available,242
243,"Castellón de la Plana, Spain",180000,39.9863563,-0.0513246,Punto de información movilidad sostenible,No description available,243
244,"Castellón de la Plana, Spain",180000,39.9863563,-0.0513246,Inspección técnica de bicicletas grautita,No description available,244
245,"Castellón de la Plana, Spain",180000,39.9863563,-0.0513246,Feria de la movilidad sostenible,No description available,245
246,"Castellón de la Plana, Spain",180000,39.9863563,-0.0513246,Bicicletada escolar,No description available,246
247,"Castellón de la Plana, Spain",180000,39.9863563,-0.0513246,Presentación de la red de centros educativos por la movilidad sostenible,No description available,247
248,"Cercs, Spain",1342,42.1468742,1.8601862000000438,activitats sobre rodes a l'escola,Durant la setmana es duran a terme activitats sobre rodes dins horari lectiu i a les entrades i sortides,248
249,"Cercs, Spain",1342,42.1468742,1.8601862000000438,caminada sostenible,caminada saludable sostenible pels voltants del municipi,249
250,"Cerdanyola del Vallès, Spain",57752,41.4900778,2.138664,"Circuit de Bicicletes ""Vine amb la teva bicicleta i mou-te de manera sostenible""","Activitat al Parc del Turonet, que es farà el diumenge 22 de setembre, de 10h a 14h. Cal que la gent (de totes les edats) es dugui la seva bicicleta per a fer el recorregut, per a promoure la mobilitat sostenible. El circuit pretén fer especial èmfasi en la mobilitat en bicicleta, les afectacions i regulacions de la circulació d'aquest mitjà de transport pels carrers de la ciutat, així com difondre'n tots els seus beneficis.",250
251,"Cerdanyola del Vallès, Spain",57752,41.4900778,2.138664,Pedalades escolars,"Bicicletades amb les escoles pels carrils bici del municipi (per raons organitzatives i de calendari escolar, és possible que malgrat s'emmarqui amb la SEM, els dies de la seva organització siguin fora de la setmana del 16 al 22)",251
252,"Cerdanyola del Vallès, Spain",57752,41.4900778,2.138664,Concurs Fotografia Mobilitat Sostenible,"Concurs fotogràfic relacionat amb la mobilitat sostenible, de lliure participació i premis per als guanyadors
https://concursosem.es/",252
253,"Cerdanyola del Vallès, Spain",57752,41.4900778,2.138664,Aventura't amb la mobilitat sostenible,"Joc tipus gimcana, que es pot fer en equips (amics/famílies), i que es desenvolupa en l'espai que nosaltres determinem pel municipi, ubicant 14 plafons a diferents punts. Aquest consta de preguntes divulgatives. 
Activitat organitzada conjuntament amb l'AMTU",253
254,"Cerdanyola del Vallès, Spain",57752,41.4900778,2.138664,Mobilitat Sostenible a la Jugateca Ambiental,Activitats i tallers relacionats amb la mobilitat sostenible el diumenge 22 de setembre d'11h30 a 13h30,254
255,"Cerdanyola del Vallès, Spain",57752,41.4900778,2.138664,Estands Divulgatius Associació P(A)T,"L'Associació P(A)T (Associación Española de Prevención de Accidentes de Trafico), organitza conjuntament amb la Policia Local del Municipi, i dins de la SEM 2024, uns estands divulgatius i de conscienciació de les implicacions que tenen els mitjans de transport, pel que fa a la seguretat viària i prevenció d'accidents. S'ubica a l'entorn de la UAB.",255
256,"Cervera, Spain",9666,41.671465,1.272254,Caminada Salut i amistat,Caminada suau d'uns 5 quilòmetres adreçada a gent gran.,256
257,"Cervera, Spain",9666,41.671465,1.272254,Caminada Salut i amistat,Caminada suau d'uns 5 quilòmetres adreçada a gent gran.,257
258,"Cervera, Spain",9666,41.671465,1.272254,Camina i fes Salut,Caminades populars i obertes a tothom dins el nucli urbàs de la ciutat,258
259,"Cervera, Spain",9666,41.671465,1.272254,Caminada en marxa nòrdica,Caminada en modalitat marxa nòrdica d'una hora de durada,259
260,"Cervera, Spain",9666,41.671465,1.272254,Cervera patina,Patina popular pel centre urbà de la ciutat,260
261,"Cervera, Spain",9666,41.671465,1.272254,Pedalada ruta dels miradors,Pedalada urbana familiar que recórrer els punts amb millors vistes de la ciutat.,261
262,"Cervera, Spain",9666,41.671465,1.272254,Parc Viari,Muntatge d'un parc viari d'aprenentatge en una plaça exclosa al trànsit.,262
263,"Cervera, Spain",9666,41.671465,1.272254,Parc Viari,Muntatge d'un parc viari d'aprenentatge en una plaça exclosa al trànsit.,263
264,"Cervera, Spain",9666,41.671465,1.272254,Esport al carrer,Activitats esportives al carrer del CEM Cervera obertes a tothom,264
265,"Cervera, Spain",9666,41.671465,1.272254,Jocs d'habilitta amb bicicleta,Jocs i circuits d'habilitats amb bicicleta,265
266,"Chiclana de la Frontera, Spain",88709,36.4165052,-6.1461102,Campañas de formación y concienciación movilidad sostenible y uso transporte público,No description available,266
267,"Ciudad Real, Spain",75000,38.9848295,-3.9273778,Autobús al cole.,"Se llevan autobuses urbanos e interurbanos a colegios para que los más pequeños puedan conocer de cerca los autobuses y fomentar su uso. También, se realizan proyecciones sobre los modos de transporte sostenible en las que se les explica el funcionamiento de los autobuses, las diferentes líneas de la Ciudad, la forma más segura de utilización, como lo puede utilizar personas con discapacidad y se reparten regalos a los niños con el logo de la SEM.",267
268,"Ciudad Real, Spain",75000,38.9848295,-3.9273778,Bastón blanco.,"Esta actividad se realiza con alumnos de varios colegios en la Pista Infantil de Tráfico del Parque de Gasset. Los niños descubren cómo realizan los desplazamientos las personas con dificultad visual o ceguera total y plasman en un panel su experiencia. Monitores de Europedirec también realizarán actividades.
Se reparten regalos con el logo de la Semana de la Movilidad.
Se reparten regalos con el logo de la Semana de la Movilidad.",268
269,"Ciudad Real, Spain",75000,38.9848295,-3.9273778,Ruta vía verde.,"Se llevará a cabo una ruta por la Vía Verde con los alumnos de colegios en bicicleta y andando. Se reparten regalos con el logo de la Semana de la Movilidad.
Monitores de Europedirec también realizarán actividades.
Se reparten regalos con el logo de la Semana de la Movilidad.",269
270,"Ciudad Real, Spain",75000,38.9848295,-3.9273778,Visita guiada a Puerta de Toledo.,"Promocionar el conocimiento de lugares emblemáticos de la Ciudad paseando. Es una forma de combinar la movilidad peatonal con el conocimiento de los monumentos históricos.
Se reparten regalos con el logo de la Semana de la Movilidad.",270
271,"Ciudad Real, Spain",75000,38.9848295,-3.9273778,Ruta por la Ciudad. Seguridad Vial.,"Ruta por la ciudad con alumnos y profesores de un colegio en bicicleta y andando. Se les dará a conocer la historia de lugares emblemáticos de la ciudad y se les enseñará como circular por las calles de la ciudad.
Se reparten regalos con el logo de la Semana de la Movilidad.",271
272,"Ciudad Real, Spain",75000,38.9848295,-3.9273778,Visita en autobús y a pie al Parque Arqueológico Alarcos.,"Realizar visita en autobús y andando hasta el Parque Arqueológico Alarcos, donde se dará a conocer como se vivía en esa época.
Se reparten regalos con el logo de la Semana de la Movilidad.",272
273,"Ciudad Real, Spain",75000,38.9848295,-3.9273778,Día del autobús gratuito.,"Durante todo el día los ciudadanos pueden disfrutar de un paseo en autobús de manera gratuita para hacer gestiones o como ocio. Así, se intenta llegar a colectivos que no lo usan de forma habitual.",273
274,"Ciudad Real, Spain",75000,38.9848295,-3.9273778,Día sin coches. Exposición y argumentación de motos y bicicletas eléctricas.,"Día sin coche por varias vías del centro de la Ciudad.  En la Plaza de la Constitución, durante toda la mañana habrá una exposición de bicis y motos eléctricas. También habrá una exposición de motos y coches antiguos para que los ciudadanos puedan valorar la evolución de los vehículos.",274
275,"Ciudad Real, Spain",75000,38.9848295,-3.9273778,Exposición y argumentación de vehículos CERO y ECO,Exposición de vehículos eléctricos e híbridos en la Plaza Mayor donde los ciudadanos pueden realizar preguntas y se les explica las diferentes formas de funcionamiento de estos nuevos sistemas.,275
276,"Colindres, Spain",8549,43.3956654,-3.4523589,Día de la bicicleta,Organización de una bicicletada para que participen todos los ciudadanos que lo deseen. Estableciendo un recorrido por todo el municipio teniendo los ciclistas prioridad sobre los automóviles.,276
277,"Constantí, Spain",6665,41.1535458,1.212596,TALLERS DE REPARACIÓ DE BICICLETA,"En aquests tallers els nens i nenes tant de primaria com de la ESO aprenen el funcionament mecànic de les seves bicicletes així com a realitzar petites reparacions i manteniment, amb l'ajuda del Tècnic de Joventut de l'Ajuntament i la Treballadora Social. Les sessions es realitzen durant el matí entre nens de 8 a 16 anys en els dos centres escolars de primaria i en l'Institut.",277
278,"Constantí, Spain",6665,41.1535458,1.212596,TALLERS DE  SEGURETAT VIAL,"En aquesta ocasió els agents de la Policia Local es desplaçen fins als centres escolars de primaria i secundaria per impartir formació als/els alumnes de seguretat viària, l'activitat es realitza en horari escolar durant el matí.",278
279,"Constantí, Spain",6665,41.1535458,1.212596,Anem a l'escola amb transport sostenible!,"En aquesta activitat s'involucren pares i mares,  nens i nenes dels centres escolars. Es realitza un circuit pels carrers principals d'accès als centres educatius on es prohibeix la circulació de vehicles a motor. Els desplaçament només és pot fer a peu o amb un mitja de transport sostenible (bicicletes, tricicles, patins i altres). Els menors van acompanyats de dos agents de la policia local del terme muncipal. El tancament dels carrers es delimiten amb tanques i els accesos estan controlats pel cos de la policia i protecció civil.",279
280,"Constantí, Spain",6665,41.1535458,1.212596,La seguretat vial: un dia amb la gent gran.,Aquesta activitat vol donar eines de mobilitat  a la gent gran. Per aquesta activitat els agents de la policial local i el cos dels MMEE en col·laboració amb l'associació de jubilats de Constantí és deplaça fins al local de l'associació ubicat al carrer de la Coma 14 per oferir als usuaris consells i pràctiques saludables que promouen una mobilitat saludable i més segura.,280
281,"Constantí, Spain",6665,41.1535458,1.212596,"Taller de fotos "" Jo vaig en bici!""",Aquesta actitivitat se'ns presenta des del catàleg d'activitats de la SEM.  Hem pensat en donar forma a aquesta activitat amb els nostres recursos i possibilitats.  Totes les persones que vulguin participar podran enviar les seves fotografies  i rebran un obsequi que es lliurarà en un acte públic que es té previst celebrar a la biblioteca municipal el dia 26 DE SETEMBRE. Per dur a terme aquesta activitat comptem amb la col·laboració de la biblioteca municipal i l'associació literaria de Constantí i Constantí Radio,281
282,"Constantí, Spain",6665,41.1535458,1.212596,Tu tens l'energia: mou-te en bici!,"Taller "" Tu tens l'energia: mou-te en bici pensat per nens de 4t de primària, esperant confirmació de l'Aula  BGT Recursos Icaen",282
283,"Copons, Spain",333,41.6367169,1.5178366,Marxa Nòrdica,Passejada on la gent que s'apunti (pot ser o no del poble) fa un recorregut de diversos kilometres a peu. En ocasions es fan excursions en altres municipis.,283
284,"Copons, Spain",333,41.6367169,1.5178366,Cicle de passejades per la gent gran,Cicle de passejades per la gent gran,284
285,"Corbins, Spain",1400,41.6901038,0.6927257,CAMINADA SALUDABLE,ES PREVEU DUR A TERME UNA CAMINADA SALUDABLE PER LA NATURA QUE ENS OFEREIX L'ENTORN DEL NOSTRE MUNICIPI.,285
286,"Córdoba, Spain",326609,37.8881751,-4.7793835,"Córdoba, Turismo en una Ciudad Compartida.","Descripción:
Mesa redonda de Turismo con la colaboración de EMCOTUR
Fechas, Horarios y Ubicación:
Lunes 16 de septiembre, a las 19:00, Taberna de la Montillana",286
287,"Córdoba, Spain",326609,37.8881751,-4.7793835,Jornadas profesionales Arquitectos y Urbanistas: Los Pies en el Suelo,"Descripción:
Charla sobre diseño urbano sostenible y ciudades inteligentes.
Fechas, Horarios y Ubicación:
Martes 17 de septiembre, a las 19:00, en el Espacio COACo. Sala del Colegio de Arquitectos",287
288,"Córdoba, Spain",326609,37.8881751,-4.7793835,Jornadas Legalidad y Nuevos Seguros para Vehículos sostenibles,"Descripción:
Charla sobre legislación y seguros en los nuevos vehículos dentro del concepto movilidad sostenible
con la colaboración de FEPC
Fechas, Horarios y Ubicación:
Miércoles 18 de septiembre, a las 20:00, en la Biblioteca Grupo Cantico",288
289,"Córdoba, Spain",326609,37.8881751,-4.7793835,Jornada Educación: Camino al Cole,"Descripción:
Estrategias de movilidad en centros educativos.
 Fechas, Horarios y Ubicación:
Viernes 20 de septiembre, a las 10:00, en el Centro de educación vial",289
290,"Córdoba, Spain",326609,37.8881751,-4.7793835,Jornada Vicerrectorado de Transferencia: Proyectos de Movilidad,"Presentación y discusión de proyectos innovadores en movilidad sostenible, organizado por el
Vicerrectorado de Transferencia de la UCO.
Fechas, Horarios y Ubicación:
Viernes 19  de septiembre, a las 10:00 , en el Vicerrectorado Universidad de Córdoba",290
291,"Córdoba, Spain",326609,37.8881751,-4.7793835,RUTAS EN BICI,"""Por el Camino de las Almunias""
Descripción:
Pedaleo hasta el puente de Ibn Firnás y parte de este camino histórico.
Fechas, Horarios y Ubicación:
Lunes 16 de septiembre, a las 18:30, desde el Centro de Educación Vial
""Los fósiles escondidos""
Descripción:
Descubriremos interesantes fósiles en diferentes plazas y enclaves urbanos.
Fechas, Horarios y Ubicación:
Martes 17 de septiembre, a las 18:30, desde el Centro de Educación Vial
“La ciudad amurallada”
Descripción:
Recorrido junto a las murallas que cercaron y protegieron Córdoba.
Fechas, Horarios y Ubicación:
Miércoles 18 de septiembre, a las 18:30, desde el Centro de Educación Vial
""Leyendas de Córdoba”
Descripción:
En bici conoceremos algunas historias y leyendas atrapadas en el tiempo.
Fechas, Horarios y Ubicación:
Jueves 19 de septiembre, a las 18:30, desde el Centro de Educación Vial
""De fuente a fuente”
Disfruta un itinerario por diferentes fuentes monumentales, históricas y naturales.
 Fechas, Horarios y Ubicación:
Viernes 20 de septiembre, a las 18:30, desde el Centro de Educación Vial
""Árboles Singulares”
Descripción:
Nos acercamos a diversos ejemplares botánicos destacados por su singularidad.
Fechas, Horarios y Ubicación:
Sábado 21 de septiembre, a las 12:00, desde el Centro de Educación Vial",291
292,"Córdoba, Spain",326609,37.8881751,-4.7793835,Exposición de fotografía Córdoba: movilidad del siglo XX,No description available,292
293,"Córdoba, Spain",326609,37.8881751,-4.7793835,"Concierto Alberto de Paz: Córdoba, una ciudad de cine","Descripción:
Concierto del pianista Alberto de Paz junto a otros músicos amenizado con imágenes de cine.
Fechas, Horarios y Ubicación:
Viernes 20 de septiembre, 21:00 a 23:00 en la PLAZA DE CAPUCHINOS
ACCESO LIBRE HASTA COMPLETAR AFORO",293
294,"Córdoba, Spain",326609,37.8881751,-4.7793835,RUTAS ACCESIBLES Y A PIE,"Rutas Accesibles: Cognitiva ""UN PASITO MÁS""
Descripción:
Rutas con información simplificada y acompañamiento personalizado.
Fechas, Horarios y Ubicación:
Sábado 21 de septiembre, a las 10:00, en la Puerta de Almodóvar
Rutas de Senderismo PICTOGRAMAS
Descripción:
USO DE SÍMBOLOS GRÁFICOS PARA FACILITAR LA COMPRENSIÓN.
Fechas, Horarios y Ubicación:
Domingo 22 de septiembre, a las 10:00, en el Alcázar de los Reyes Cristianos
Rutas Accesibles: Física
Descripción:
Rutas con acceso para sillas de ruedas.
Fechas, Horarios y Ubicación:
Sábado 21 de septiembre, a las 10:00, en la Plaza del Potro
Rutas Accesibles: Visual
Descripción:
Guías con descripciones detalladas y uso de maquetas táctiles.
Fechas, Horarios y Ubicación:
Sábado 21 de septiembre, a las 12:00, en la Biblioteca Pública Grupo Cántico
2024
VISITA NOCTURNA POR EL CASCO HISTÓRICO
Descripción:
En esta actividad nos centramos en las diferentes callejas que se encuentran en nuestro casco
histórico, así como el entramado urbanístico que en él nos encontramos.
Fechas, Horarios y Ubicación:
Sábado 21 de septiembre, a las 21:00 en la Puerta del Puent",294
295,"Córdoba, Spain",326609,37.8881751,-4.7793835,ACTIVIDADES FAMILIARES DEL DÍA SIN COCHES,"Exposición del Microbús
Descripción:
Aparición y exposición de uno de los modelos más desconocidos y accesibles de transporte público
Fechas, Horarios y Ubicación:
Domingo 22 de septiembre, 11:00 - 15:00 en la AVD REPUBLICA ARGENTINA
Gymkana Aucorsa
Descripción:
Pendiente de más información.
Fechas, Horarios y Ubicación:
Domingo 22 de septiembre, 12:00 en la AVD REPUBLICA ARGENTINA
¡Cuidemos nuestro viaje! Educación y buenas prácticas en el transporte
público
Descripción:
Talleres infantiles donde pondremos a prueba la conciencia ciudadana que hay que tener para el
buen uso del transporte público.
Fechas, Horarios y Ubicación:
Domingo 22 de septiembre, TODO EL DÍA en la AVD REPUBLICA ARGENTINA
Concurso de fotografía con móvil
Descripción:
Muestra la mejor cara de tu ciudad en el concurso donde todos y todas pueden participar, lo único
que necesitas es tu teléfono móvil
ENTREGA DE PREMIOS DOMINGO 22- DESARROLLO DEL 16-22
Fechas, Horarios y Ubicación:
Domingo 22 de septiembre, TODO EL DÍA en la AVD REPUBLICA ARGENTINA
2024
TALLERES DE ENVEJECIMIENTO ACTIVO
Descripción:
Actividades físicas especialmente pensadas y diseñadas para personas de avanzada edad que no
deseen bajar el ritmo.
Fechas, Horarios y Ubicación:
Domingo 22 de septiembre, TODO EL DÍA en la AVD REPUBLICA ARGENTINA
OCA GIGANTE
Descripción:
Macropartida del juego clásico de la oca, con los participantes como fichas
Fechas, Horarios y Ubicación:
Domingo 22 de septiembre, TODO EL DÍA en la AVD REPUBLICA ARGENTINA
Córdoba a Tus Pies
Descripción:
Mandala gigante en tiza para colorear, destacando los caminos de Córdoba. Y visitando los totem
que nos enseñan importantes enclaves patrimoniales de nuestra ciudad.
Fechas, Horarios y Ubicación:
Domingo 22 de septiembre, 11:00 a 15:00. en la AVD REPUBLICA ARGENTINA
2024
Escape City Ciudad Compartida
Descripción:
Recorrido por los patios más emblemáticos de Córdoba mientras resuelves retos con tu móvil.
Comienzo y final en el espacio compartido
Fechas, Horarios y Ubicación:
Domingo 22 de septiembre, a las 12:00. en la AVD REPUBLICA ARGENTINA
JUEGOS TRADICIONALES
Descripción:
Recopilación de juegos tradicionales que los visitantes podrán recordar y reconocer
Fechas, Horarios y Ubicación:
Domingo 22 de septiembre, TODO EL DÍA en la AVD REPUBLICA ARGENTINA
Bicis con una Segunda Vida
Descripción:
Talleres sobre reparación y mantenimiento de bicicletas.
Fechas, Horarios y Ubicación:
Domingo 22 de septiembre, a las 11:00 a 14:00. en la AVD REPUBLICA ARGENTINA
Educación Vial y Sostenibilidad
Descripción:
Actividades educativas sobre prácticas seguras en movilidad urbana.
Fechas, Horarios y Ubicación:
Domingo 22 de septiembre, a las 12:00. en la AVD REPUBLICA ARGENTINA
Mobility Dream: Movilidad del Futuro
Descripción:
Talleres educativos y creativos para niños sobre movilidad sostenible.
Fechas, Horarios y Ubicación:
Domingo 22 de septiembre, a las 11:00 en la AVD REPUBLICA ARGENTINA
2024
Entrega Premios Concursos Colegios
Descripción:
Ceremonia de premiación a los ganadores de los concursos educativos.
Fechas, Horarios y Ubicación:
Domingo 22 de septiembre, a las 13:00 en la AVD REPUBLICA ARGENTINA
Espacio Social: Accesibilidad y Conectividad
Descripción:
Dedicado a la inclusión y la conectividad urbana.
Fechas, Horarios y Ubicación:
Domingo 22 de septiembre, 11:00 a 15.00 en la AVD REPUBLICA ARGENTINA
Exposición de Empresas
Descripción:
Exhibición de medios de transporte urbano limpio y accesible
Fechas, Horarios y Ubicación:
Domingo 22 de septiembre, 11:00 a 15:00 en la AVD REPUBLICA ARGENTINA
Talleres de SADECO
Descripción:
Enseñanza de prácticas responsables de gestión de residuos.
Fechas, Horarios y Ubicación:
Domingo 22 de septiembre, 11:00 a 14:00 en la AVD REPUBLICA ARGENTINA
Inspección Técnica de Velocípedos (ITV)
Descripción:
Aprende a evaluar el estado de tu máquina para que supere todos los exámenes
Fechas, Horarios y Ubicación:
Domingo 22 de septiembre, a las 11:00 en la AVD REPUBLICA ARGENTINA
Gymkana en familia
Descripción:
Actividad para pequeños y grandes donde la diversión y los juegos son los protagonistas
Fechas, Horarios y Ubicación:
Domingo 22 de septiembre, a las 12:00 en la AVD REPUBLICA ARGENTINA",295
296,"Coria del Río, Spain",30887,37.2886548,-6.0529563,Pedibús,En colaboración con el grupo Eracis.,296
297,"Coripe, Spain",1210,36.9726642,-5.4404374,Medición de contaminación en  Coripe,"Taller informativo en el colegio, y medición d ela contaminación en varios sitios de la localidad",297
298,"Coripe, Spain",1210,36.9726642,-5.4404374,Uso de la bicicleta,"Niños y jóvenes van al colegio en bicicleta,",298
299,"Cornellà de Llobregat, Spain",90076,41.3568033,2.0690482,Festa de la mobilitat,Jornada festiva amb activitats lúdiques i informatives de promoció de mitjans de transport sostenibles.,299
300,"Corvera de Asturias, Spain",15968,43.52403983396366,-5.870816400927765,CORVERA SIN!!,"EL ESPACIO PÚBLICO COMPARTIDO / L´ESPACIU PÚBLICU COMPARTÍU
Martes 17 de Septiembre
CEP DE CANCIENES (Recreo: 11H20 A 11H50)
CORVERA SIN!
10h: Cuentacuentos y mesa creativa de la que saldrá el CARTEL DE LAS JORNADAS DE CORVERA (Con alumnos de 6º)


Miércoles  18 de Septiembre
CEP DE LOS CAMPOS (Recreo: 11h40 a 12h10)
CORVERA SIN!
9h30: Cuentacuentos y mesa creativa en el CEP DE CANCIENES (Con alumnos de 5º y 6º)  de la que saldrá la Mascota de CORVERA SIN MI COCHE 

Jueves 19 de Septiembre
 CEP DE LES VEGUES (Recreo: 11h a 11h30)
CORVERA SIN!
 9H30 A 11H: Cuentacuentos y mesa creativa, de la que saldrá el MANIFIESTO ESPECÍFICO DE LAS JORNADAS DE CORVERA (Con alumnos de 6º)

Viernes 20 de Septiembre
PARQUE EUROPA; 
12h a 13h30: LECTURA DEL MANIFIESTO. ANIMACIÓN INFANTIL
Domingo 22 de Septiembre
CORVERA ENSIN EL MIO COCHE/CORVERA SIN MI COCHE
12h: Parque Europa (calle Rubén Darío a la altura del CEP LES VEGUES, cortada)
CORVERA ENSIN/SIN!! 
- Animación infantil!
- Actuación de TOTAL FREAK y de LA CARACOLA
- Ecodjs y Tdance pa los guajes/para los niños
- KARTS CÍVICOS",300
301,"Coslada, Spain",90000,40.4260459,-3.5651646,"Charla-debate ‘Las ZBE: una oportunidad para las ciudades’,","El 19 de septiembre se celebrará la charla-debate ‘Las ZBE: una oportunidad para las ciudades’, con la ponencia del secretario general de Movilidad Sostenible, Álvaro Fernández Heredia; y la participación de la portavoz de Clean Cities y responsable de Transporte de Ecologistas en Acción, Carmen Duce; la concejala de Transición Ecológica, Movilidad y Transportes de Coslada Sonia Murillo; el portavoz del PSOE de Urbanismo, Medio Ambiente y Movilidad en el Ayuntamiento de Madrid, Antonio Giraldo; y Carolina Cordero, responsable de Relaciones Políticas y Convergencia de IU Madrid. La cita será a las 18.00 horas en el Espacio Nelken.",301
302,"Coslada, Spain",90000,40.4260459,-3.5651646,Bicicletada escolar,"Bicicletada escolar en la que participan los centros escolares María Moliner, Gonzalo de Berceo, Félix Rodríguez de la Fuente, Menéndez Pidal y Pablo Neruda, dentro del programa ‘Camino Escolar en Bici’",302
303,"Coslada, Spain",90000,40.4260459,-3.5651646,Circuito Cardiosaludable,Instalación de un Circuito Cardiosaludable en el Recinto Ferial de 10 a 13.00 horas.,303
304,"Coslada, Spain",90000,40.4260459,-3.5651646,Curso para Aprender a montar en bici,No description available,304
305,"Coslada, Spain",90000,40.4260459,-3.5651646,Biciencuentro,Marcha ciclista reivindicativa para mejorar la red de carriles bici,305
306,"Cunit, Spain",12000,41.1980207,1.628035,Caminada popular,No description available,306
307,"Cunit, Spain",12000,41.1980207,1.628035,Pedalada popular,No description available,307
308,"Daroca, Spain",2024,41.1144048,-1.4144344000000046,SEMANA DE LA MOBILIDAD Y DIA DE LA BICICLETA,No description available,308
309,"Don Benito, Spain",37000,38.954463,-5.8618982,Marcha Ciclista,Actividad en la que colaboran todos los colegios del municipio. Gymkanas con juegos de Educación Vial donde los participantes podrán adquirir destrezas con vehículos sostenibles. Posteriormente se cerrará al tráfico el centro de la ciudad para que todos puedan disfrutar con seguridad de una marcha ciclista.,309
310,"Donostia-San Sebastián (Donostia-San Sebastian City Council)
, Spain",186409,43.3163835,-1.9837449,Rueda de prensa,Rueda de prensa en la que la concejal de movilidad presentará las actividades a llevar a cabo durante la semana.,310
311,"Donostia-San Sebastián (Donostia-San Sebastian City Council)
, Spain",186409,43.3163835,-1.9837449,Ruta Gansa,Ruta en patines para principiantes,311
312,"Donostia-San Sebastián (Donostia-San Sebastian City Council)
, Spain",186409,43.3163835,-1.9837449,Mujer y Movilidad resultados app,Presentación de los resultados de la app : Nos sentimos seguras cuándo nos movemos por Donostia?,312
313,"Donostia-San Sebastián (Donostia-San Sebastian City Council)
, Spain",186409,43.3163835,-1.9837449,Taller de reparación de bicicletas,Taller en el que se enseñará mecánica básica de bicicletas.,313
314,"Donostia-San Sebastián (Donostia-San Sebastian City Council)
, Spain",186409,43.3163835,-1.9837449,Charla-proyección,"Charla-proyección: The Grate, the Basque and you. Dividiendo agua y cultura.",314
315,"Donostia-San Sebastián (Donostia-San Sebastian City Council)
, Spain",186409,43.3163835,-1.9837449,Ruta RDR,Ruta RDR en patines nivel avanzado,315
316,"Donostia-San Sebastián (Donostia-San Sebastian City Council)
, Spain",186409,43.3163835,-1.9837449,Charla informativa destinada a enseñar a los participantes cómo utilizar la bicicleta como medio de transporte para todas sus necesidades diarias.,"Se abordarán trucos y consejos prácticos para mejorar la experiencia de usuarios de bicicletas
urbanas desde la planificación de rutas seguras hasta el cuidado básico de la bicicleta. Los
participantes también podrán descubrir que la bicicleta puede cubrir más necesidades de
transporte de lo que pensaban como hacer la compra o llevar los niños al colegio.
Con esta actividad se consigue cumplir los siguientes objetivos:
1. Promover el uso de la bicicleta como medio de transporte cotidiano:
2. Proporcionar trucos y consejos prácticos para el uso de la bicicleta
3. Compartir conocimientos sobre técnicas y prácticas que mejoren la experiencia de
uso de la bicicleta en un entorno urbano.
4. Mostrar la versatilidad de la bicicleta: Demostrar que la bicicleta puede ser utilizada
para una variedad de necesidades de transporte, como hacer la compra o llevar a
los niños al colegio, ampliando así la percepción de su utilidad.
5. Desarrollar habilidades de autoconfianza y autonomía",316
