ID,city,activity_name,activity_description,primary_result,primary_classification,primary_score,secondary_result,secondary_classification,secondary_score
479,"La Granada, Spain",PENDENT DE DETALLAR,PENDENT DE DETALLAR,"{'sequence': ""This is an event called 'Pending detail', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Pending detail'"", 'labels': ['This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is a walking tour, guided tour, or organized walk', 'This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.'], 'scores': [0.5308862924575806, 0.3093985617160797, 0.06497476249933243, 0.047441162168979645, 0.022244280204176903, 0.009811436757445335, 0.009310305118560791, 0.005933206994086504]}",Conference,0.5308862924575806,"{'sequence': ""This is an event called 'Pending detail', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Pending detail'"", 'labels': ['This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.', 'This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.'], 'scores': [0.5554775595664978, 0.4096432626247406, 0.0348791740834713]}",Professionals/Policymakers,0.5554775595664978
480,"La Granja d'Escarp, Spain",Sortida en bicicleta,Sortida en bicicleta pel poble i l'entorn natural de La Granja d'Escarp amb col·laboració amb el Club Ciclista Local,"{'sequence': ""This is an event called 'Departure by bicycle', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Bicycle departure through the village and the natural environment of the Escarp Granja in collaboration with the local cycling club'"", 'labels': ['This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.', 'This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is a walking tour, guided tour, or organized walk', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.'], 'scores': [0.5326715111732483, 0.21922807395458221, 0.07525074481964111, 0.07142148911952972, 0.06911280751228333, 0.01609446480870247, 0.008642352186143398, 0.007578549440950155]}",Cycling Event,0.5326715111732483,,,
481,"La Palma d'Ebre, Spain",Caminada popular,Caminada popular pel terme de la Palma d'Ebre,"{'sequence': ""This is an event called 'Popular hike', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Popular hike for the term of Palma d'Ebre'"", 'labels': ['This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is a walking tour, guided tour, or organized walk', 'This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.', 'This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.'], 'scores': [0.5152255296707153, 0.18611456453800201, 0.18414217233657837, 0.05009094253182411, 0.032649584114551544, 0.016746507957577705, 0.007829485461115837, 0.007201268803328276]}",Exhibition,0.5152255296707153,,,
482,"La Pobla de Lillet, Spain",activitats sobre rodes a l'escola,Activitats sobre rodes a les escoles dins horari lectiu i en entrades i sortides,"{'sequence': ""This is an event called 'Activities on wheels at school', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Activities on wheels in schools within school hours and in entrances and outings'"", 'labels': ['This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is a walking tour, guided tour, or organized walk', 'This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.', 'This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.'], 'scores': [0.47356170415878296, 0.1473306566476822, 0.09815265238285065, 0.08334595710039139, 0.061469681560993195, 0.060548119246959686, 0.045454151928424835, 0.030137062072753906]}",Exhibition,0.47356170415878296,,,
483,"La Roda de Andalucía, Spain",Ruta senderista,Ruta senderista por la Vía Verde del pueblo.,"{'sequence': ""This is an event called 'Hiking route', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Hiking route through the green via.'"", 'labels': ['This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is a walking tour, guided tour, or organized walk', 'This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.', 'This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.'], 'scores': [0.4761430025100708, 0.23210065066814423, 0.15956249833106995, 0.08197726309299469, 0.032350119203329086, 0.008975365199148655, 0.005366394761949778, 0.0035247127525508404]}",Exhibition,0.4761430025100708,,,
484,"La Roda de Andalucía, Spain",Carrera de cintas en bicicleta,"Carrera de cintas en bicicleta, dirigida para los niños","{'sequence': ""This is an event called 'Bike Tape Race', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Bicycle Tape Race, directed for children'"", 'labels': ['This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.', 'This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.', 'This activity is a walking tour, guided tour, or organized walk'], 'scores': [0.41303277015686035, 0.26380807161331177, 0.09186802804470062, 0.07738399505615234, 0.07347573339939117, 0.04545261338353157, 0.019294600933790207, 0.015684233978390694]}",Exhibition,0.41303277015686035,,,
485,"La Roda de Andalucía, Spain",Ruta en bicicleta,"Ruta por los alrededores del pueblo, dirigida para todas las edades","{'sequence': ""This is an event called 'Route by bicycle', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Route around the town, directed for all ages'"", 'labels': ['This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.', 'This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is a walking tour, guided tour, or organized walk', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.'], 'scores': [0.6746643781661987, 0.20444060862064362, 0.04040434584021568, 0.03171912580728531, 0.021709047257900238, 0.014290872029960155, 0.0068225255236029625, 0.005949166137725115]}",Cycling Event,0.6746643781661987,,,
486,"La Selva del Camp, Spain","Tallers a les escoles i institut, mobilitat segura i mobilitat en patinet",No description available,"{'sequence': ""This is an event called 'Workshops in schools and institute, safe mobility and scooter mobility', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"", 'labels': ['This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is a walking tour, guided tour, or organized walk', 'This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.', 'This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.'], 'scores': [0.546895444393158, 0.19560889899730682, 0.10093105584383011, 0.04820976406335831, 0.03359571471810341, 0.03024493157863617, 0.023172328248620033, 0.021341921761631966]}",Conference,0.546895444393158,"{'sequence': ""This is an event called 'Workshops in schools and institute, safe mobility and scooter mobility', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"", 'labels': ['This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.', 'This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.'], 'scores': [0.6187707185745239, 0.33002179861068726, 0.05120749771595001]}",Children/Schools,0.6187707185745239
487,"La Selva del Camp, Spain",Taller mobilitat segura amb bicicleta a les escoles i a l'institut,No description available,"{'sequence': ""This is an event called 'Safe Bicycle Mobility Workshop in schools and high school', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"", 'labels': ['This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.', 'This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is a walking tour, guided tour, or organized walk', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.'], 'scores': [0.4226895570755005, 0.16125546395778656, 0.12107665091753006, 0.09249339997768402, 0.07377364486455917, 0.0534045547246933, 0.04943832382559776, 0.025868354365229607]}",Conference,0.4226895570755005,"{'sequence': ""This is an event called 'Safe Bicycle Mobility Workshop in schools and high school', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"", 'labels': ['This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.', 'This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.'], 'scores': [0.727526068687439, 0.19818051159381866, 0.07429346442222595]}",Children/Schools,0.727526068687439
488,"La Seu d'Urgell, Spain",Caminada cultural i saludable a l'ermita de les Peces,Està previst dur a terme una caminada saludable fins a l'ermita de les Peces situada al municipi d'Alàs i Cerc. Aquesta ruta estarà guiada per l'historiador Carles Gascón i durant la caminada s'aniran explicant aspectes històrics de l'ermita i del seu entorn. Aquesta activitat s'organtiza en el marc de la Setmana de la Gent Gran que s'organitza des de l'àrea de la Gent Gran de  l'Ajuntament de la Seu d'Urgell,"{'sequence': ""This is an event called 'Cultural and healthy walk to the chapel of the pieces', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'It is planned to take a healthy walk to the chapel of the pieces located in the municipality of Alàs i Cerc.This route will be guided by the historian Carles Gascón and during the hike they will explain historical aspects of the hermitage and its surroundings.This activity is organized within the framework of the Senior Citizens 'Week, which is organized from the Senior Citizens' Area of \u200b\u200bthe City Council of La Seu d'Urgell'"", 'labels': ['This activity is a walking tour, guided tour, or organized walk', 'This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.'], 'scores': [0.774946928024292, 0.08446638286113739, 0.06393667310476303, 0.025434007868170738, 0.01975141279399395, 0.014905061572790146, 0.010849433951079845, 0.005710083059966564]}",Walking Tour,0.774946928024292,,,
489,"La Tallada d'Empordà, Spain",Inaguració de la Via Verda entre la Tallada i Tor,Estem pendents d'uns arrenjaments però en la mesura del possible es farà inaguració durant el mes de setembre. En cas que no es pugui fer es seguirà en la col·locació d'aparcabicicletes ara a l'entrada de la piscina.,"{'sequence': ""This is an event called 'Inauguration of the greenway between La Tallada and Tor', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'We are awaiting arrangements but as far as possible it will be inaugurated during the month of September.In the event that it cannot be done, you will continue to place parcels now at the pool entrance.'"", 'labels': ['This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is a walking tour, guided tour, or organized walk', 'This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.'], 'scores': [0.7062901258468628, 0.1283850371837616, 0.08650881052017212, 0.04085085541009903, 0.017944326624274254, 0.0092282984405756, 0.006334411446005106, 0.004458031617105007]}",Infrastructure Inauguration,0.7062901258468628,,,
490,"La Vall d'en Bas, Spain",ANADA A L'ESCOLA AMB BICICLETA,Activitat coordinada per l'AFA de l'Escola amb el suport de l'Àrea d'Educació de l'Ajuntament i la pròpia escola.,"{'sequence': ""This is an event called 'Go to school by bicycle', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Activity coordinated by the AFA of the School with the support of the Education Area of \u200b\u200bthe City Council and the school itself.'"", 'labels': ['This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.', 'This activity is a walking tour, guided tour, or organized walk'], 'scores': [0.47628310322761536, 0.119444839656353, 0.10946177691221237, 0.09754695743322372, 0.09341558814048767, 0.05791842192411423, 0.023044195026159286, 0.02288513071835041]}",Cycling Event,0.47628310322761536,,,
491,"Lahiguera, Spain",CAPERUCITA CAMINA SOLA,ACERCAMIENTO ATRACTIVO Y MULTIDIMENSIONAL A LA MOVILIDAD SOSTENIBLE,"{'sequence': ""This is an event called 'Little Red Riding Hood walks alone', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Attractive and multidimensional approach to sustainable mobility'"", 'labels': ['This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is a walking tour, guided tour, or organized walk', 'This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.'], 'scores': [0.43840911984443665, 0.2475830614566803, 0.11825762689113617, 0.1128460243344307, 0.03347128629684448, 0.022973833605647087, 0.015154178254306316, 0.011304975487291813]}",Exhibition,0.43840911984443665,,,
492,"Lahiguera, Spain",TALLER DE MOVILIDAD SOSTENIBLE,No description available,"{'sequence': ""This is an event called 'Sustainable Mobility Workshop', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"", 'labels': ['This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is a walking tour, guided tour, or organized walk', 'This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.'], 'scores': [0.4988844394683838, 0.21404458582401276, 0.1271396428346634, 0.05047618970274925, 0.047316547483205795, 0.02346271090209484, 0.022500010207295418, 0.016175907105207443]}",Conference,0.4988844394683838,"{'sequence': ""This is an event called 'Sustainable Mobility Workshop', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"", 'labels': ['This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.', 'This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.'], 'scores': [0.43204551935195923, 0.42570433020591736, 0.14225022494792938]}",General Audience,0.43204551935195923
493,"Las Palmas de Gran Canaria, Spain","SEMANA EUROPEA DE LA MOVILIDAD, LAS PALMAS DE GRAN CANARIA",No description available,"{'sequence': ""This is an event called 'European Mobility Week, Las Palmas de Gran Canaria', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"", 'labels': ['This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is a walking tour, guided tour, or organized walk', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.'], 'scores': [0.34707725048065186, 0.29556742310523987, 0.08995728939771652, 0.08940901607275009, 0.07434350252151489, 0.04404504597187042, 0.03645550459623337, 0.023144926875829697]}",Exhibition,0.34707725048065186,,,
494,"Leganés, Spain",Ruta Escolar Ciclista,Ruta en bicicleta desde el centro escolar al Parque de Polvoranca con alumnos de 6º de Primaria de cuatro centros educativos diferentes. Una vez allí se realizarán actividades de movilidad sostenible. Con la colaboración del CEA Polvoranca - Bosque Sur,"{'sequence': ""This is an event called 'Cycling School Route', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Route by bicycle from the school center to the Polvoranca Park with 6th grade students from four different educational centers.Once there, sustainable mobility activities will be carried out.With the collaboration of CEA Polvoranca - Forest Sur'"", 'labels': ['This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.', 'This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is a walking tour, guided tour, or organized walk', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.'], 'scores': [0.5656636357307434, 0.12663337588310242, 0.0953289046883583, 0.06822340190410614, 0.05730867385864258, 0.0466751903295517, 0.02083265222609043, 0.019334161654114723]}",Cycling Event,0.5656636357307434,,,
495,"Leganés, Spain",Ponte en mi lugar,Itinerario peatonal con personas discapacitadas del CAMF Leganés IMSERSO acompañadas por Policía Local para analizar la accesibilidad en la ciudad,"{'sequence': ""This is an event called 'Put in my place', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Pedestrian itinerary with disabled people from the Imserso camf accompanied by Local Police to analyze accessibility in the city'"", 'labels': ['This activity is a walking tour, guided tour, or organized walk', 'This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.'], 'scores': [0.3728480935096741, 0.19958201050758362, 0.18167908489704132, 0.09118422865867615, 0.07356799393892288, 0.03512747958302498, 0.03374733030796051, 0.012263749726116657]}",Walking Tour,0.3728480935096741,,,
496,"Leganés, Spain",Entrevista AMPA CEIP. Gerardo Diego - BICIBÚS,"Entrevista a los promotores de la iniciativa BICIBÚS: Vamos en bicicleta al cole, implementada el pasado curso en el centro educativo","{'sequence': ""This is an event called 'AMPA CEIP interview.Gerardo Diego - Bicibus', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Interview with the promoters of the Bicibus initiative: We are bicycle to Cole, implemented last year in the educational center'"", 'labels': ['This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.', 'This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is a walking tour, guided tour, or organized walk', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.'], 'scores': [0.4118100702762604, 0.200835183262825, 0.1800701916217804, 0.09649254381656647, 0.03593659773468971, 0.035718485713005066, 0.03321213647723198, 0.0059248097240924835]}",Conference,0.4118100702762604,"{'sequence': ""This is an event called 'AMPA CEIP interview.Gerardo Diego - Bicibus', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Interview with the promoters of the Bicibus initiative: We are bicycle to Cole, implemented last year in the educational center'"", 'labels': ['This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.', 'This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.'], 'scores': [0.4969765245914459, 0.4079245626926422, 0.09509895741939545]}",General Audience,0.4969765245914459
