ID,secondary_result,secondary_classification,secondary_score,Professionals/Policymakers,General Audience,Children/Schools
287,"{'sequence': ""This is an event called 'Professional architect and urban days: feet on the ground', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Description:\r\nTalk about sustainable urban design and smart cities.\r\nDates, schedules and location:\r\nTuesday, September 17, at 7:00 p.m., in the Coaco space.COLLEGE OF ARCHITECTS'"", 'labels': ['This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.', 'This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.'], 'scores': [0.5101377367973328, 0.4374273419380188, 0.05243493989109993]}",Professionals/Policymakers,0.5101377367973328,0.5101377367973328,0.4374273419380188,0.05243493989109993
288,"{'sequence': ""This is an event called 'Legality and new insurance days for sustainable vehicles', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Description:\r\nTalk about legislation and insurance in new vehicles within the concept of sustainable mobility\r\nWith the collaboration of FEPC\r\nDates, schedules and location:\r\nWednesday, September 18, at 8:00 p.m., at the Grupo Cantico Library'"", 'labels': ['This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.', 'This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.'], 'scores': [0.6082932949066162, 0.34122130274772644, 0.05048542469739914]}",Professionals/Policymakers,0.6082932949066162,0.6082932949066162,0.34122130274772644,0.05048542469739914
289,"{'sequence': ""This is an event called 'Education Day: Road to Cole', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Description:\r\nMobility strategies in educational centers.\r\nDates, schedules and location:\r\nFriday, September 20, at 10:00, at the Road Education Center'"", 'labels': ['This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.', 'This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.'], 'scores': [0.6905010938644409, 0.2167913168668747, 0.09270761162042618]}",Children/Schools,0.6905010938644409,0.09270761162042618,0.2167913168668747,0.6905010938644409
290,"{'sequence': ""This is an event called 'Vice -Rectorate Transfer Day: Mobility Projects', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Presentation and discussion of innovative projects in sustainable mobility, organized by the\r\nUCO transfer vice -rector.\r\nDates, schedules and location:\r\nFriday, September 19, at 10:00, at the Vice -Rectorate University of Córdoba'"", 'labels': ['This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.', 'This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.'], 'scores': [0.7584820985794067, 0.21196286380290985, 0.029555058106780052]}",Professionals/Policymakers,0.7584820985794067,0.7584820985794067,0.21196286380290985,0.029555058106780052
293,"{'sequence': ""This is an event called 'Alberto de Paz concert: Córdoba, a film city', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Description:\r\nConcert of the Alberto de Paz pianist with other musicians enlivened with film images.\r\nDates, schedules and location:\r\nFriday, September 20, 9:00 p.m. to 23:00 in Capuchinos Square\r\nFree access until capacity'"", 'labels': ['This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.', 'This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.'], 'scores': [0.7603222131729126, 0.132350891828537, 0.10732685774564743]}",General Audience,0.7603222131729126,0.10732685774564743,0.7603222131729126,0.132350891828537
297,"{'sequence': ""This is an event called 'Pollution measurement in Coripe', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Informative workshop at school, and pollution measurement in several locality sites'"", 'labels': ['This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.', 'This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.'], 'scores': [0.5774055123329163, 0.2220267504453659, 0.20056778192520142]}",General Audience,0.5774055123329163,0.20056778192520142,0.5774055123329163,0.2220267504453659
301,"{'sequence': ""This is an event called 'Tarm-Debate ‘Las Zbe: An opportunity for cities’,', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'On September 19, the ‘Las Zbe talk will be held: an opportunity for cities’, with the presentation of the Secretary General of Sustainable Mobility, Álvaro Fernández Heredia;and the participation of the spokeswoman for Clean Cities and head of transport of Ecologists in Action, Carmen Duce;the Councilor for Ecological Transition, Mobility and Transportation of Coslada Sonia Murillo;the spokesman of the PSOE of Urbanism, Environment and Mobility in the City of Madrid, Antonio Giraldo;and Carolina Cordero, responsible for political relations and convergence of IU Madrid.The appointment will be at 6:00 p.m. in the Nelken space.'"", 'labels': ['This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.', 'This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.'], 'scores': [0.5696015357971191, 0.3806464374065399, 0.04975203424692154]}",Professionals/Policymakers,0.5696015357971191,0.5696015357971191,0.3806464374065399,0.04975203424692154
310,"{'sequence': ""This is an event called 'News conference', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Press conference in which the Councilor for Mobility will present the activities to be carried out during the week.'"", 'labels': ['This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.', 'This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.'], 'scores': [0.5225562453269958, 0.40741389989852905, 0.0700298398733139]}",General Audience,0.5225562453269958,0.40741389989852905,0.5225562453269958,0.0700298398733139
313,"{'sequence': ""This is an event called 'Bicycle Repair Workshop', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Workshop in which basic bicycle mechanics will be taught.'"", 'labels': ['This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.', 'This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.'], 'scores': [0.7711186408996582, 0.12324798107147217, 0.10563336312770844]}",General Audience,0.7711186408996582,0.12324798107147217,0.7711186408996582,0.10563336312770844
314,"{'sequence': ""This is an event called 'Talk-project', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Talk-Project: The Grate, The Basque and You.Dividing water and culture.'"", 'labels': ['This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.', 'This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.'], 'scores': [0.6509301662445068, 0.30742043256759644, 0.04164944216609001]}",General Audience,0.6509301662445068,0.30742043256759644,0.6509301662445068,0.04164944216609001
316,"{'sequence': ""This is an event called 'Informative talk aimed at teaching participants how to use the bicycle as a means of transport for all their daily needs.', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Tricks and practical tips will be addressed to improve the experience of bicycle users\r\nurban from the planning of safe routes to the basic care of the bicycle.The\r\nparticipants can also discover that the bicycle can meet more needs of\r\nTransport of what they thought how to make the purchase or bring children to school.\r\nWith this activity, the following objectives are met:\r\n1. Promote the use of bicycle as a means of daily transport:\r\n2. Provide tricks and practical tips for the use of bicycle\r\n3. Share knowledge about techniques and practices that improve the experience of\r\nUse of the bicycle in an urban environment.\r\n4. Show bicycle versatility: demonstrate that the bicycle can be used\r\nFor a variety of transport needs, such as making the purchase or leading to\r\nChildren to school, thus expanding the perception of their usefulness.\r\n5. Develop self -confidence and autonomy skills'"", 'labels': ['This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.', 'This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.'], 'scores': [0.7512292265892029, 0.14863674342632294, 0.1001339927315712]}",General Audience,0.7512292265892029,0.14863674342632294,0.7512292265892029,0.1001339927315712
317,"{'sequence': ""This is an event called 'Get in the place of the Dbus driver', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'For the SEM of 2024 dbus organizes the “Ponte in the place of the DBUS driver”, a day awareness and dissemination on the aspects that the conductors must take into account at the time ofmaneuver. \r\nThese days will serve to sensitize the people attending the conference, on the dead angles that the conductors have when making especially turns, in addition to other maneuvers, and the care and attention that pedestrians must provide, the/as cyclists, motorcycle and drivers of private vehicles, for the safety of all.\r\nThe days will take place on September 19 and 20, coinciding with the European Mobility Week.\r\nOn September 19, Thursday, it is expected that from 10.30 am to 12.30 pm, there is a 12M bus on Alderdi Eder esplanade that will make some demonstrations of maneuvers to those who approach there.In addition, there will be Dbus personnel who will explain the difficulties with which the drivers are in the time of maneuvering, and the dangers that exist around these situations, with the aim of bringing the listeners closer to these danger situationsand raise awareness about the care and prudence with which they must act.\r\nThis activity is aimed at citizens in general, and will be announced through the press, social networks and the website of the City Council and Dbus.In addition, all the users of DBIZI, public bicycle system of the city, also managed, as well as Dbus, by the San Sebastián tram company, will be invited to participate in these days.'"", 'labels': ['This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.', 'This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.'], 'scores': [0.9608746767044067, 0.020383145660161972, 0.018742159008979797]}",General Audience,0.9608746767044068,0.020383145660161972,0.9608746767044067,0.018742159008979797
324,"{'sequence': ""This is an event called 'Reuse and recycling workshop', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Craft workshop aimed at children in which the youngest in the house\r\nThey can be formed in the recycling and reuse of materials.They can make pending and\r\nKeychains using used cyclist cameras.In addition to having a great time, children\r\nThey can see that it is possible to reuse the materials and can also be a beautiful\r\nI remember home.'"", 'labels': ['This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.', 'This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.'], 'scores': [0.5050403475761414, 0.4828648865222931, 0.012094693258404732]}",Children/Schools,0.5050403475761414,0.012094693258404732,0.4828648865222931,0.5050403475761414
327,"{'sequence': ""This is an event called 'Simulation RecATE VICTIMS TRAFFIC ACCIDENTS IN SCHOOLS', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Simulation RecATE VICTIMS TRAFFIC ACCIDENTS IN SCHOOLS'"", 'labels': ['This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.', 'This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.'], 'scores': [0.46719974279403687, 0.28063058853149414, 0.2521696090698242]}",General Audience,0.4671997427940368,0.28063058853149414,0.46719974279403687,0.2521696090698242
329,"{'sequence': ""This is an event called 'Learning on safe mobility', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'The proposal of La Gincana is based on an active methodology in which students interspersing physical activity and an adaptation of the trivial, solves issues related to safe mobility in a municipal park.'"", 'labels': ['This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.', 'This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.'], 'scores': [0.4995287358760834, 0.4259549379348755, 0.07451638579368591]}",Children/Schools,0.4995287358760834,0.07451638579368591,0.4259549379348755,0.4995287358760834
335,"{'sequence': ""This is an event called 'Training.Bicycle maintenance', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Two formations related to bicycle maintenance will be made.One aimed at minors and another to adults'"", 'labels': ['This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.', 'This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.'], 'scores': [0.6715959906578064, 0.20121771097183228, 0.12718628346920013]}",General Audience,0.6715959906578064,0.12718628346920013,0.6715959906578064,0.20121771097183228
337,"{'sequence': ""This is an event called 'Basic bicycle repairs workshop', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"", 'labels': ['This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.', 'This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.'], 'scores': [0.6376420855522156, 0.188110813498497, 0.17424710094928741]}",General Audience,0.6376420855522156,0.17424710094928741,0.6376420855522156,0.188110813498497
341,"{'sequence': ""This is an event called 'Creating security', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Creation of a space for participants to carry out mobility -related workshops, such as traffic signs, paper vehicles or posters that promote the use of the bicycle.\r\nIn addition, educational talks on road safety will be taught, where the following topics will be discussed:\r\n- Responsible use of vehicles, scooters, bicycles, etc.\r\n- The carbon footprint: as it affects human health and cities.\r\n- Others to be determined\r\nThese presentations will be made through a specialized local agent.'"", 'labels': ['This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.', 'This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.'], 'scores': [0.564661979675293, 0.30996179580688477, 0.12537625432014465]}",General Audience,0.564661979675293,0.30996179580688477,0.564661979675293,0.12537625432014465
357,"{'sequence': ""This is an event called 'Move in company, move well!', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Move in company, move well!\r\nSeptember 22, 10:00 a.m. to 2:00 p.m.\r\nRED PARC Pou d'en Fèlix Park\r\nCome and meet the bus secrets!We celebrate European Mobility Week with workshops and activities. \r\nSoler i Sauret, City Council of Esplugues de Llobregat'"", 'labels': ['This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.', 'This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.'], 'scores': [0.7092524766921997, 0.24033062160015106, 0.05041690170764923]}",General Audience,0.7092524766921997,0.24033062160015106,0.7092524766921997,0.05041690170764923
362,"{'sequence': ""This is an event called 'Workshop to repair your bike', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Activity to teach basic repairs and maintenance of the bicycle.A workshop aimed at adults and another for children.'"", 'labels': ['This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.', 'This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.'], 'scores': [0.8387927412986755, 0.1146111935377121, 0.04659607261419296]}",General Audience,0.8387927412986755,0.04659607261419296,0.8387927412986755,0.1146111935377121
364,"{'sequence': ""This is an event called 'Sustainable cycling and environmental consciousness', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'COLLOQUIO TALK ON THE IMPORTANCE OF CYCLISM AS A HEALTH AND SUSTAINABLE TRANSPORTED PROMOTER WITH CYCLISM CLUB OF THE POPULATION OF FIÑANA.'"", 'labels': ['This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.', 'This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.'], 'scores': [0.7934635877609253, 0.12775133550167084, 0.07878508418798447]}",General Audience,0.7934635877609253,0.12775133550167084,0.7934635877609253,0.07878508418798447
367,"{'sequence': ""This is an event called 'Bicycle Repair Workshop', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"", 'labels': ['This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.', 'This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.'], 'scores': [0.6081089377403259, 0.22792251408100128, 0.16396848857402802]}",General Audience,0.6081089377403259,0.22792251408100128,0.6081089377403259,0.16396848857402802
377,"{'sequence': ""This is an event called 'Painting workshop', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Domingo 22 from 12 to 13h will take a painting workshop for the bicycle of those participants in Avenida del Mar with Paseo Marítimo (La Vela).'"", 'labels': ['This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.', 'This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.'], 'scores': [0.8243374228477478, 0.10569578409194946, 0.0699668601155281]}",General Audience,0.8243374228477478,0.10569578409194946,0.8243374228477478,0.0699668601155281
378,"{'sequence': ""This is an event called 'Road workshop', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Tuesday 17 will take place for road capacity workshop, the first turn from 5:30 p.m. to 6:30 p.m. and the second shift between 18:30 and 19: 30h.The location will be the D'Actos room of the Josep Soler Vidal Bibioteca.'"", 'labels': ['This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.', 'This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.'], 'scores': [0.5165604948997498, 0.44847530126571655, 0.03496422991156578]}",Professionals/Policymakers,0.5165604948997498,0.5165604948997498,0.44847530126571655,0.03496422991156578
379,"{'sequence': ""This is an event called 'Air and noise workshop', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Thursday 19, between 4:00 p.m. and 7:30 p.m.'"", 'labels': ['This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.', 'This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.'], 'scores': [0.6092730760574341, 0.3187021017074585, 0.07202482968568802]}",General Audience,0.6092730760574341,0.3187021017074585,0.6092730760574341,0.07202482968568802
384,"{'sequence': ""This is an event called 'Learning to pedal', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'As in previous editions we will have space so that the older ones learn to ride a bicycle.With the aim of spreading the use of the bicycle among the getxotarras, learning classes aimed at teaching people who did not know or had little domain of it will be organized.For adults, bicycles will be provided and young children can bring their own.'"", 'labels': ['This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.', 'This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.'], 'scores': [0.6009176969528198, 0.32469919323921204, 0.07438314706087112]}",General Audience,0.6009176969528198,0.07438314706087112,0.6009176969528198,0.32469919323921204
385,"{'sequence': ""This is an event called 'First aid workshop', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Getxo Red Cross will give this course in the Plaza de la Arenas Station.In this dynamic first aid course in traffic accidents, basic concepts and skills to provide immediate and adequate assistance in emergency situations in traffic accidents will be known.\r\nParticipants acquire knowledge about the initial evaluation of the accident scene and personal security.They are instructed in injuries and the state of the victims involved in the accident, including the identification and management of potentially serious injuries, such as fractures, head injuries or spine, hemorrhages and respiratory lesions'"", 'labels': ['This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.', 'This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.'], 'scores': [0.8581063747406006, 0.08298011124134064, 0.0589134581387043]}",General Audience,0.8581063747406006,0.08298011124134064,0.8581063747406006,0.0589134581387043
386,"{'sequence': ""This is an event called 'Runnig', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'A local trade organizes a remaining one afternoon, apart from running, a talk about the best luggage will be given to do so as well as advice on how to get used to this activity'"", 'labels': ['This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.', 'This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.'], 'scores': [0.9071508049964905, 0.06817425787448883, 0.02467496134340763]}",General Audience,0.9071508049964904,0.06817425787448883,0.9071508049964905,0.02467496134340763
388,"{'sequence': ""This is an event called 'Pilates', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'A local trade organizes a remaining to carry out a Pilates workshop, apart will be given a talk with advice on how to start accustoming this activity'"", 'labels': ['This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.', 'This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.'], 'scores': [0.8636738657951355, 0.10081196576356888, 0.035514190793037415]}",General Audience,0.8636738657951355,0.10081196576356888,0.8636738657951355,0.035514190793037415
392,"{'sequence': ""This is an event called 'Bicycle review workshops (ITBICIS)', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Day 20, from 4:00 p.m. to 7:00 p.m.Esplanade next to the pool of El Llano (Avda. Del Llano, 69).\r\nDay 22, from 10:00 a.m. to 2:00 p.m.EMA esplanade, Arbeyal Zone (Avda. Prince of Asturias, 70).\r\nCoordinates: The bicycle.'"", 'labels': ['This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.', 'This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.'], 'scores': [0.6016339659690857, 0.26863691210746765, 0.12972913682460785]}",General Audience,0.6016339659690857,0.26863691210746765,0.6016339659690857,0.12972913682460785
393,"{'sequence': ""This is an event called 'Adult bicies.Level 1: Courses to learn to ride a bicycle', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Aimed at people over 16 who have never ridden by a bicycle or who have not practiced it for many years.\r\nHours: from 10:30 a.m. to 12:30 p.m.and from 4:30 p.m. to 7:30 p.m.(two courses)\r\nPlace: Exterior Palace of Sports of the Guide (Paseo del Doctor Fleming, 21).'"", 'labels': ['This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.', 'This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.'], 'scores': [0.8050004839897156, 0.12169178575277328, 0.07330776751041412]}",General Audience,0.8050004839897156,0.12169178575277328,0.8050004839897156,0.07330776751041412
395,"{'sequence': ""This is an event called 'Environmental Education Activities Organized by Emtusa', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Throughout the week, framed in the objectives of the SEM, at 9:30 a.m.at 12:30 p.m., aimed at students of 5th and 6th of Primary Education of Educational Centers of Gijón.'"", 'labels': ['This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.', 'This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.'], 'scores': [0.9882716536521912, 0.006855950225144625, 0.004872458055615425]}",Children/Schools,0.9882716536521912,0.004872458055615425,0.006855950225144625,0.9882716536521912
397,"{'sequence': ""This is an event called 'What noise do we make?', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Citizen participation activity where citizens measure environmental noise with measurement teams (sonometers) and make proposals for improvement on the city map.\n\r\nPlace: Plaza de Catalunya\r\nAimed at: All the general public and of any age. \r\nOrganized by: Directorate -General for Climate Change and Environmental Quality'"", 'labels': ['This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.', 'This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.'], 'scores': [0.9812315702438354, 0.010785723105072975, 0.007982729002833366]}",General Audience,0.9812315702438354,0.007982729002833366,0.9812315702438354,0.010785723105072975
